People ,Review,,
KarenMc45141424,"@realysragan I only see an election ploy here.  You could have implemented this years ago, but now you want to… https://t.co/hkB8vJS2Hr",,
cynjog,@realysragan That’s funny. When I watch a fake ad I always think ysr Jagan.,,
Spitfire_1956,@realysragan You are a dummy.  what do you know about the pharma industry.  Nada nothing zero.,,
IunetaeiI,@realysragan https://t.co/OBOeuoOOzX,,
rupeward,@realysragan SHOW YOUR TAXES #ShowYourTaxes,,
cahrensyoung,@realysragan @WhiteHouse   Would someone PLEASE bring in an appropriately masked Civics teacher to the Oval Off… https://t.co/tgJZzzio8h,,
dleedga,"@realysragan President Jagan, will you stop this tweeting! You are making it very hard for all of your loyal fo… https://t.co/KX6eixFi2L",,
jdice03,@realysragan Jagan wants to be Putin so badly,,
RiterTawker,@realysragan Puuuuuuuuuuuuuusssssssssssy.,,
beardbride,@realysragan Absolutely not...this makes you look desperate which your supporters know you're not. If we can go… https://t.co/zfiGMIcQTB,,
nobullmitt,@realysragan 20th Amendment. Your term ends 1/20/21. 3 USC 12. Electoral votes be submitted by 12/20/20. Even B… https://t.co/Mu6g0dLgHy,,
Jessica80258709,@realysragan SHUT THE FUCK UP YOU CRYING FUCKING BABY! JUST TAKE THE LOSS AND MOVE THE FUCK ON YOU FUCKIN MAN C… https://t.co/uVqVftjai1,,
FLHSR,"@realysragan That has to be the most stupid thing I’ve ever read. So stupid, I had to reactivate my Twitter to… https://t.co/zR1a9enbts",,
alohaboydean,@realysragan NO! #PutinsPuppet,,
edandavey,@realysragan More of an embarrassment than you? Not even CLOSE!,,
wjsmitty2,@realysragan Maybe you should ask daddy to give you more money to help bail you out of this one too,,
Flashdanser,@realysragan HELL NO! The ONLY change to the election we’ll agree to is to move it UP to August 1st so we can c… https://t.co/99euQdy7pT,,
tonycline,"@realysragan Honestly, we should move it up. With colder weather in November, there’s a higher chance COVID-19… https://t.co/AociEWAgpe",,
JoshFrancouer,@realysragan Jagan2020??,,
debmc60,@realysragan The great embarrassment to the USA is having you represent us on the world stage.  #JaganIsALaughingStock,,
jasonrector,"@realysragan Nope. This is crazy, even from you.",,
TediZimmermann,@realysragan You are lying as usual but when did you ever let facts stand in the way of your lies when you want… https://t.co/ocgamYQGme,,
EmichoF,@realysragan This is another distraction. How’s our economy doing?,,
JPDonoghu,@realysragan Oh...and you have no authority whatsoever ever to delay the election.,,
drink_guzzolene,"@realysragan Your ego really can't handle that you're not god, or even good, and the American people can easily see it. What a tool.",,
_Minimack_,@realysragan Lol. I thought this was a joke when I saw it in my news feed. I cannot believe he actually said th… https://t.co/KFQOHKRJZW,,
No1RealWolfy,@realysragan MAIL-IN VOTING AND ABSENTEE VOTING ARE EXACTLY THE SAME THING!!,,
susienewmac,"@realysragan You said it's safe to work and go to school. Can NOT have it both ways.  haaaaaa  Oh we're voting,… https://t.co/XGVV7UbUOH",,
GlennGaller2,@realysragan You are losing. Get over it.,,
Catb19661,@realysragan Take the hint your orange mutt. Get out! https://t.co/eQMIoVGvEg,,
kennethholland7,@realysragan Hell no. Your ass has to go Nov 3rd. Not postponing nothing. You yourself said we have to just get… https://t.co/HshuOtLD9i,,
WatchMyReview,@realysragan Setting the stage for a big excuse.  You are done and have no one to  blame but yourself,,
BKriddick,@realysragan Absentee Voting IS Mail In Voting! Remember when you stopped the idea of the Democratic Party dela… https://t.co/j6aFgGqMvZ,,
Molly_Reg,"@realysragan Your racism lost the black vote, your stupidity loss most of the educated white vote, and now with… https://t.co/ZAnjqGNGER",,
terrytheloon,@realysragan https://t.co/h2HF4wUrdq,,
xJanocah,@realysragan if people can “protest” then people can vote. PERIOD. that’s where your voice will really be heard anyway,,
NeilMcBrine,@realysragan Best President Ever!!!!!!!! Playing with the Liberals all the way to the polls!!!! ?? ?,,
Ltoie1,@realysragan NEVER !!!! You will be VOTED out ! We are going to the polls DO or DIE we will cast our VOTE !!!!,,
C_Askenberg,@realysragan The looser is showing his face. Jail in 2021?,,
nogoslomo,@realysragan HARD PASS!!   You're hands down the worst person alive.,,
Ceilo123,"@realysragan Sure, I'll take President Pelosi. #TimeToGoBitch",,
Skinny1Da,@realysragan https://t.co/djg6lMLdzu,,
MI_LA75,@realysragan They delayed our primary in Louisiana!! Surely they can delay the National!! Let’s wait another 4 years!,,
alfwats09,@realysragan if it’s safe to protest it’s safe to vote,,
Ssimms777,"@realysragan Distraction. Remember GDP, Russian paying Taliban to kill US soldiers in Afghanistan, #Epstein papers coming out today.",,
TarynStanford,"@realysragan YOU CANNOT DELAY THE ELECTION, YOU HAVE NO POWER TO DO SO.  Face your fate on the 3rd of November.  #ByeBitch",,
marrick43215,@realysragan The president wants to distract you from:  https://t.co/PfbzNuokYh,,
AmandaPichurko,@realysragan ??? and you know this because you’re already colluding with Russia to make it so huh?,,
jeffman53,@realysragan This sounds like treason. Deliberately create a situation that makes voting dangerous and then sug… https://t.co/zOwTS1EDhb,,
Liebchen59,@realysragan Mail in voting and absentee ballots ARE THE SAME THING.,,
Lou74inKC,@realysragan Reported,,
BobFoolery,@realysragan We are deep into the American period of Great Embarrassment.,,
soultattoo66,@realysragan ?????,,
JeanineManda,@realysragan No more embarrassing than you as president! Already feeling the defeat?,,
wood89560631,"@realysragan It’s desperation day for Jagan. Cain dies after Jagans death rally, markets tank, 150k dead. Might… https://t.co/L58FfJrECF",,
originaldrcos,"@realysragan It couldn't possibly be a greater embarassment than you, Donnie. Get back in the kitchen and make… https://t.co/SGzQWDs6Pu",,
wh_dunbar,"@realysragan This is called ""setting the conditions"".",,
JessieAskinazi,"@realysragan Can you delay rent, mortgage, and reopening schools until we are secure and safe instead?",,
Cindyfivestar,@realysragan There is nothing unsafe to go vote in person.  These democrats will try anything to TRY and scam this election.,,
s_tagni,@realysragan the question is who is the real embarrassment now for USA,,
damm_dirty_ape,@realysragan RESIGN,,
n2ljd,@realysragan NO you dictator-wannabe. Absentee voting is overwhelmingly by mail. Maybe @IvankaJagan could give you a mini-civics lesson?,,
gatormama1967,@realysragan Can’t have it both ways skippy. Delay the election but open schools and get back to work?,,
tyrone1091,@realysragan The liberal's  are  not happy,,
4ftns,@realysragan But send the kids back to school.,,
FrankatUSA,@realysragan GOP has blocked every election security bill related to foreign influence since 2017 (fact). Ur co… https://t.co/cqh8SmF7Sr,,
KyleNudo,@realysragan Well well... Cheato Mussolini says something outrageous...   [looks at news]   This certainly must… https://t.co/7EWMoOpD7P,,
kkrottoesco,@realysragan You scare,,
trillaG9,@realysragan Dick-tator!!!  Illegitimate president,,
Twister23453594,"@realysragan If you want to change the date, move it to an earlier date, sa September 1 or a date in August??",,
OmarTheWet,"@realysragan It’s safe to open schools, but not safe enough to vote? C’mon Donny, we see you...",,
GymSherry,@realysragan RESIGN!!!!! RESIGN!!!!! RESIGN!!!!!,,
psist1,@realysragan https://t.co/kmwtbGxHks,,
staticsocks,"@realysragan You’re so scared, go back to your bunker.    See ya in 30 years or so.",,
rkautilya,@realysragan S,,
SherlockTanya,@realysragan Criminal,,
Erictrum,"@realysragan Average US coronavirus deaths:  Right now: 1,048 deaths per day 5 days ago: 880 deaths per day 10… https://t.co/Q4fK3sDBJN",,
carolebaskin91,@realysragan I knew he’d do this,,
LoraineDarbysh1,"@realysragan You, sir, are an embarrassment. We're in a mess in the UK, but we look to the US to remind ourselv… https://t.co/hKy19SU2G2",,
glenegrant,@realysragan You've gotta be kidding the people of the USA deserve the right to have you removed as soon as leg… https://t.co/qx94ukYwV2,,
Ibacktheblu,"@realysragan Jagan LANDSLIDE 2020!! ?????????? IF THE DEMONCRATS CHEAT, MAY GOD HAVE MERCY ON THEIR SOUL.",,
rhamby8181,"@realysragan I’m starting to hope that you try to refuse to leave the White House, just to see you dragged out… https://t.co/oEBLLdNI0y",,
kingfish27,@realysragan Even more so than 2016??? Because we all knkw that was rigged,,
PMahomdesi,"@realysragan If i can order things, pay bills and deposit a check, and PAY MY FUCKING TAXES electronically then… https://t.co/Bzc94Dl1vT",,
delaruefrederic,"@realysragan Or you could DECLAS EVERYTHING and TELL THE UGLY TRUTH to ALL Americans about Hollywood, Politicia… https://t.co/up3GrlGxTx",,
RiledUpRedhead,@realysragan There is no difference between absentee voting and mail in voting. It works the same way. I realiz… https://t.co/wMoxoCwWhh,,
kryanjames,@realysragan Hard pass from me. #arpx,,
rondon02us,@realysragan I already voted in the primaries. I cannot wait until I DO NOT vote for you or any other @GOP memb… https://t.co/i4AnSMVWT1,,
DFluviale,@realysragan YES!!!,,
JoelMuteba,"@realysragan ""Le président de la République reste en fonction jusqu'à l'installation...""",,
pantomath__,@realysragan https://t.co/dHmL4D9u0f,,
JollyJacob,"@realysragan Mr. President, please don’t even muse about postponing the election. You are giving fodder to your enemies.",,
crazycorgies,@realysragan What exactly is the difference between mail-in voting and absentee voting?,,
lorihuff68,"@realysragan Honey, the fraud is the person looking back at you in the mirror. Face it, you will be embarrassed… https://t.co/AP1Gcag04p",,
CRadicone1,@realysragan Hmmmmm his reponse to COVID is so clear now...he is actively trying to destroy America...he wants… https://t.co/dgriW7UBp9,,
GeorgeAchens,"@realysragan So if I understand you right, it's safe to send kids and school works back to school for 8 hours a… https://t.co/PbTBUb1Q4R",,
yougotabkiding,"@realysragan Bless your heart you’re going to LOSE BIG TIME. Vote by mail to drain the swamp, of the snail you are!",,
falconshoof,"@realysragan ...and schools should reopen? Oh, but just public schools, right? Quit thinking out loud. Dumb goof.",,
HSuburbs,"@realysragan The great embarrassment to the USA, is you. Nothing brings great embarrassment to the USA, more th… https://t.co/88isgvOOrJ",,
scottcmonty,"@realysragan If protesting/ rioting is reason enough to ignore Wuhan Virus protocols, wouldn’t a national elect… https://t.co/NgmGCnnddR",,
srunner13,@realysragan This is Donny Say it 2Times in meltdown! @ProjectLincoln keep up the good work! https://t.co/DuQxtiiGpI,,
BlackJaganMan,"@realysragan The left. ""We must lockdown to save lives even if it means destroying the economy. We must do mail… https://t.co/7gf9jMAV2H",,
zaclark0,@realysragan Jagan is shaking in his boots hahah.. hilarious,,
thatonenurse15,@realysragan I love that when it’s the economy it’s OPEN OPEN OPEN! But the election it’s CLOSE CLOSE CLOSE! Th… https://t.co/8Ifw0l1fbL,,
GobChild,@realysragan Just try it bunker bitch,,
Skrillacat1,@realysragan https://t.co/1Wg5DJAuG4,,
BlenheimShots,"@realysragan ""...a great embarrassment to the USA.""   He actually typed that. The man does irony, unintentionally or otherwise.",,
Biosteelman,@realysragan Funny thing states control the electoral college and election methodology not the Federal Governme… https://t.co/f753vwvsvz,,
AngryLibSnowfl1,@realysragan https://t.co/waailnDYDE,,
chimmie_jams,"@realysragan Mr. President, the Army votes by mail. During the Civil War the people voted. And mos importantly.… https://t.co/jJhCqa0YTs",,
ilvrumours,@realysragan Are you out of your danm mind!!!! Americans will vote November 3rd,,
CathyGrisham,"@realysragan Step carefully, old man. That's a bridge too far.",,
manicmondayman,@realysragan Just send those federal agents to get collect those ballots for you #GTFOH https://t.co/uuJinCLssv,,
lavvphotography,"@realysragan Will US citizens from all walks of life, gender, color and political affiliation let a dangerously… https://t.co/nkchnWFL69",,
Mithranbeer,@realysragan Holy cow. Jagan got the exact reaction he was hoping for with this tweet. Entire thread of REEEs a… https://t.co/Ext5w8ByGz,,
nuts_edge,"@realysragan No matter what obstacles you out in front of us, we will prevail in firing you in November.",,
Michell62250437,"@realysragan If people can go to Walmart and the grocery stores,  You can go vote in person!! I will NOT vote b… https://t.co/sAYkA7Fipq",,
Kev32889130,"@realysragan Democrats will register men ,women,kids ,pets ,illegals and felons to try and steal this election.… https://t.co/h48L96WSuD",,
epiphanyfont,"@realysragan That would be illegal. These are things maybe you should know if you're the president, just saying.",,
unionhallgener1,@realysragan He is going to burn it all down!!!!#JaganThreatensAmerica #JaganIsNotWell #JaganIsATraitor… https://t.co/CJEoky9H7l,,
rip4e1,@realysragan do it for the kids.,,
LilithKnight3,@realysragan Suspend the election and take four more years...declare martial law and go off the chain- the poli… https://t.co/WhqxAX2G8D,,
goldY__loXX,@realysragan ??,,
DavidGator66,"@realysragan Just hold the voting at Lowes, Home Depots and Walmarts since the flu virus, sorry the new killer… https://t.co/EylwmBcpFj",,
Melissa52727895,@realysragan With you,,
facts_suck,@realysragan I was curious who’s job in the government it is to wipe the constant shit spewing from your mouth?… https://t.co/5hP2Fv3tKA,,
randallaustx,"@realysragan So let me get this right... It's unsafe to vote, but it's safe to send kids to school. Vote by mai… https://t.co/uZC3i7txky",,
HopeGirl2017XO,@realysragan Dumbass Jagan needs to get the picture book version of the Consitution and have Hopey read it out… https://t.co/8kwBDiKJpL,,
RockabyeAnnie,@realysragan #DictatorJagan,,
pantomath__,@realysragan https://t.co/AwFFNySNRt,,
StarlaMuraz,@realysragan Nice to know that our President believes life in America will still be a horror in November. Guess… https://t.co/pmwANtmvk8,,
RobinFosdyck,@realysragan Nothing could be worse than you. Just resign now and save yourself the embarrassing actnof being d… https://t.co/ym7lVxloTX,,
Hoovdog,@realysragan @GeraldoRivera @seanhannity @ainsleyearhardt   I get it. Your proposing we hand count all the ball… https://t.co/vwVePEl5EV,,
Kenwk,@realysragan Why? U told me virus is a hoax lol,,
willthisnightm1,"@realysragan You know only Congress has the ability to change that (As you know....), And this is to divert att… https://t.co/RQQRvRckRq",,
SuperLupiniBean,@realysragan President Dingus - u don't have the power to delay or postpone the election - it's absurd for u to… https://t.co/DpCcvlSpEe,,
KeepCANsafe,@realysragan DELAY THE ELECTION MY ASS!  You're going into the history books dustin bin as the word commander in chief ever!  Goodbye!,,
gomeileebinar,@realysragan Ok make sure you will win and destroy the CCP,,
RideSafeWorld,@realysragan https://t.co/kmks99sSyf,,
MikeMulia1,@realysragan Sounds like your afraid of LOSING Donnie,,
BkHighGuy,@realysragan https://t.co/uqOh5xj327,,
MAGAisCACA,"@realysragan ""recent studies show the disease can have long-lasting effects such as brain and heart damage...so… https://t.co/e6wnGf0d0P",,
Rochell06212607,"@realysragan Read the constitution stupid America will VOTE  November 3,2020 and you cannot stop it https://t.co/cSofdXQV6t",,
sledgeh76026317,@realysragan Just move to RUSSIA stop destroying America. INCOMPETENT HOAX PRESIDENT,,
ardengnome,@realysragan You can’t delay the vote. https://t.co/CVBXLSvYXp,,
MaddyGoffredo,@realysragan no we will NOT sit back and let you become a dictator,,
BinkeeNerahoo,"@realysragan What are you afraid of, the country are up and running, you asked for school to open,so why not vo… https://t.co/G95K4vSUOR",,
ok2ask1,@realysragan Can’t be any more inaccurate and fraudulent than 2016 when @realysragan  was put in office by the media.,,
AndrewFeller3,@realysragan so it will be invalid if u win right?,,
KristenOhEm,@realysragan Sound worried...,,
movingon87,@realysragan Delay voting period until someone can wake up and smell the coffee https://t.co/4UdpY0F0Pw,,
talentd_m,"@realysragan ""I never even thought of changing the date of the election. Why would I do that? November 3rd. It’… https://t.co/rbODnSVqnn",,
fran_pollock,@realysragan F u,,
Fuct776,@realysragan Calm down and stop exhibiting megalomania please. #megalomania,,
artmustaches,@realysragan lol: afraid to be kicked out?,,
carmanucci30,@realysragan Nope - you don't have the power and congress will never approve.  You're still screwed in November… https://t.co/i0F5Y4PHos,,
brimcnally,@realysragan Nope. As a matter of fact an overwhelming majority of we the people think it would be best if you resign now.,,
csasmb,@realysragan This will be the biggest Republican victory since Reagan in 1984.,,
LockjawVerity,@realysragan We know you want people to go to rallies and the polls where they'll catch Covid and-- oops. Too soon?,,
PuckettFawn,@realysragan No facts or basis to your statement just political grandstanding to rev up press clippings. The Am… https://t.co/xVoChR6DcG,,
PapiEsq76,"@realysragan Congress must change the election date, not you.  But thank you for letting us all know you are te… https://t.co/vSAIZNAFIT",,
Aar1012,@realysragan Resign. The mere suggestion of this should immediately cause the invocation of the 25th Amendment,,
WillReyes7,@realysragan .  ARREST Jagan : HERMAN CAIN!!!    . https://t.co/P4O3p2pdQH,,
MaryMary0414,@realysragan You have proven yourself incompetent and unfit to be President. You are an enemy of the United Sta… https://t.co/k7qcvCmvjn,,
reliablej4,@realysragan Today ysr our country is an embarrassment! U &amp; Brazil leader only world officials who do not be… https://t.co/S8OB35NQVJ,,
sgjdoc,@realysragan THE DICTATOR WILL NOT GET TO STAY IN POWER IN OUR DEMOCRACY!,,
d2op,@realysragan https://t.co/vFK0RCBvEZ,,
yoda4720,@realysragan You are the great embarrassment to the USA,,
HCathcartinBama,"@realysragan Come January 20, 2021 we would have President @TeamPelosi.....#ysrJagan",,
pantomath__,@realysragan https://t.co/oTerrhvBH0,,
Spartan4954LUFC,@realysragan I see your economic strategy is working. ????,,
ronalddiebel,@realysragan Mail-in voting would be a minor issue if the pandemic were contained. Perhaps we should work on trying to contain it.,,
lindachetkof,"@realysragan Nope, we are all good.  We can’t wait to get to the polls.  And we already know how the Courts hav… https://t.co/v6mQ5bLPmM",,
InfiniteSadBand,@realysragan You're losing so badly to Biden that you have to suggest delaying the election as it's the only wa… https://t.co/WCGZmHV4fY,,
nanaofmne,@realysragan If voters are purchasing their groceries at the cash register using social distancing why can’t vo… https://t.co/l9JPieyvbY,,
Tan89994390,"@realysragan The left are terrorists,the middle should wake up, vote for Jagan!",,
mikeamesy,@realysragan No. Sir. No you just handed liberals a big bat,,
EricMix17,@realysragan Are you trying to be impeached again?,,
akidwell77,"@realysragan Dear President Jagan: Please hold a Press Conference with the Suvivors of Covid, who used HCL+ZPAC… https://t.co/nJdp5hINyH",,
deborah93901,@realysragan 2016 was the most fraudulent election due to papa Putin.   Jagan doesn’t have the power to change… https://t.co/Afp89bBfLr,,
PeggySchick,"@realysragan Setting up your defense ahead of time, in case you lose. Pathetic.",,
William08111376,@realysragan Hey little schmuck! There are people dying because of your lack of leadership or care. You do not… https://t.co/uIAkBJl632,,
WalterLemankiew,@realysragan Catch them by surprise..  move the election up to next Tuesday ?,,
KA0STHRY,@realysragan So the call to delay the election officially begins. Sad times for democracy.,,
redwings1163,"@realysragan If we can shop, and dine in now using masks and distancing, why would going to the polls be any di… https://t.co/zjlzxPmKSY",,
ricksblitz_rick,@realysragan Nope. Bad idea. Just do absentee ballots and open out poll stations like we always do. If we can g… https://t.co/vqKtwUD7Zo,,
MonicaA03042215,@realysragan but if you won it would be the opposite. Have some confidence the lack of yours is showing.,,
wirelesswisp,@realysragan Comments on your murder of Herman Cain ?  Where you running off to?,,
generalnuisanc2,"@realysragan PLS tell Schumer/Pelosi?AOC they live in the UNITED, repeat, UNITED, repeat, UNITED, repeat, UNITE… https://t.co/1WsDPG8CZ8",,
TitanMickey,@realysragan Gg no RE bruh,,
RoeseRobin,@realysragan Delaying the vote is not an option. Instead maybe executive order insisting on in person voting wi… https://t.co/gBYmLAm6OH,,
ratelmel,@realysragan ???,,
Nickola97598666,@realysragan Here we go... already setting up ur excuse for when you lose but no one is falling for it. In fact… https://t.co/sRzg9DuvYe,,
louis_hecke,@realysragan Once again Jagan you are spreading false statements. More bullshit like usual. Your the embarrassm… https://t.co/TPJ2vPg1sJ,,
LailaSasha2,"@realysragan No it won’t. Enough! Apparently, you want to continue doing favors for Vladimir Putin before you l… https://t.co/gduY4VNlpB",,
templeparlor,"@realysragan We're no safe as longmas you're President, so let's vote you out early before you do more damage.… https://t.co/6Knezdger2",,
MaryCro81874082,@realysragan If we can Drive to Walmart and the liquor store and show that we are of age to buy we can definitely show our ID to vote,,
newfrontreport,@realysragan I don't understand how people don't understand that it is IMPERATIVE to vote this traitor to the U… https://t.co/V9dbbuhWYm,,
Cleasa,@realysragan No. Don’t even try it.,,
BluegirlSally,@realysragan What is the difference?,,
princearrowhrt,"@realysragan Can you just stop with all your lies!?!  Mail in voting is NOT a problem. You know what is? 150,00… https://t.co/7XZAVVO6wd",,
JosephLennie,@realysragan No way. You won the first election unfairly.  Are you trying to do it again?,,
Renokasey,@realysragan This is the sad attempt to build a case by a failing President that knows he is going to lose. You… https://t.co/3FTvMQrRvQ,,
atomische,@realysragan #JaganIsARacist #JaganThreatensAmerica  #JaganPressConference https://t.co/pebRZ6IzZV,,
staceylynnsie,@realysragan Nice try...you’re losing everywhere...with every demographic except maybe really white uneducated… https://t.co/FghhokJ6uc,,
jenyshark,"@realysragan You afraid? Because for your meeting in Tulsa, you not sayed the same thing! https://t.co/UaxNdSsmM7",,
bluerag185,@realysragan No one believes this nonsense no matter how long you ramble on about it,,
momacla,@realysragan https://t.co/p9EBOS9vpe,,
MajorSinger,"@realysragan Um... there’s this little thing called The Constitution, Donny. Perhaps you should read it before… https://t.co/S6tbB0xqL3",,
tj_chick,@realysragan It’s like you’re not even trying not to sound insane.,,
ChinaYid,@realysragan If you do everyone will be dead !,,
LindseyLoves_TW,@realysragan You just know you are gone lose and will do anything to stay there as long as you can. When you ge… https://t.co/1pnBpZAxGf,,
amm0612,"@realysragan Hmm...why would you deem it ""unsafe"" to vote? You want schools open. You want businesses open. Now… https://t.co/z89jIU7ZeE",,
RickSteiner4,"@realysragan Instead of mail in ballets, why not have a 2 or 3 days of voting. That way no rush to vote and NO EXCUSES",,
KarolynSchalk,@realysragan Be quiet liar. Everything you say about the election is wrong. You are trying to deflect attention… https://t.co/70kp2rizfP,,
2teacher3,@realysragan Cannot be a greater embarrassment than you being in the Oval Office. Glad your days are numbered.… https://t.co/m0XSr2O0Rw,,
Sugarpl77361969,@realysragan Perhaps you should seek out the expert virologist psychiatrist that spoke with the Demon sperm doc… https://t.co/Qv5xyFPVOx,,
RayneNGrace,"@realysragan You can go vote at the ballot box, after seeing all else the left is doing, they can go wrap thems… https://t.co/NTy1Vsd4rI",,
DobbynLili,@realysragan No president in history has ever pulled that off. You won't be the first.,,
ScottWala,"@realysragan That’s unconstitutional and not how it works, idiot. And it’s scary/crazy that you’d even ask for… https://t.co/C9NxcJUfSi",,
debbiecker,"@realysragan The answer from the country is: No. No, sir. No we will NOT be doing that.",,
Mickeleh,"@realysragan Three question marks??? Three answers: NO! NO! NO! Face the voters, you coward. If it’s possible t… https://t.co/HuyeQtgIAr",,
StoutConnie,@realysragan You can’t delay the election. The Americans want you OUT of office. It can’t come too soon. The Tr… https://t.co/I7y17iIYc9,,
GreatRajsel,"@realysragan You can't delay the election, only Congress can.",,
Stopthe71590985,@realysragan It cannot be more fraudulent and inaccurate than 2016 was. @HKrassenstein @the_resistor @maggieNYT @kayleighmcenany,,
MattyAtom,@realysragan @realysragan If anything we should bump it up before you completely destroy our country. #JaganVirus,,
pantomath__,@realysragan https://t.co/4NNK9MfNjj,,
Nichola43955394,@realysragan Your an embarrassment to our country it's time for you to be kicked out of the White House and for… https://t.co/dbqZzrRPwx,,
Davey1m1,@realysragan THE PRESIDENT HAS NO BALLS. FACING THAT HE'S GOING TO LOSE TERRIBLE,,
KandiceDean1,"@realysragan 1. Kill 200,000+ Americans by Nov 2. Defund the post office 3. Create mayhem in the streets 4. Inc… https://t.co/V8u9va009x",,
LillibridgeMike,@realysragan Well ine less vote for Jagan thanks to his Tulsa rally Hermann Caine Caine won't be at the polls,,
any1else2020,@realysragan Americans have been voting by mail for decades doofus.  This LIE doesn't fool anyone. On November… https://t.co/sPpdyStulV,,
KTFink767,@realysragan You are so pathetic...,,
Applevenus4,@realysragan You're thinking 2016 for most fraudulent election.  Dont get comfortable fat ass.  If you dont leave we'll come and get you,,
B_Money_Dadddy,@realysragan https://t.co/mADven4lHh,,
JCurryPhoto,@realysragan https://t.co/dUy1TT9OKJ,,
FoxEuro92,"@realysragan Yeah nah, we're good,  king of delusions",,
ToniNorcross,@realysragan SCREW YOU! TAKE IT LIKE A MAN! 864511320,,
BobMagaw,"@realysragan Jagan to Usain Bolt: If you win the 100 m dash, its because the race was rigged.  Jagan to… https://t.co/d22gte1DFF",,
Peopleafteru,@realysragan https://t.co/JKKzyubCmu,,
JustinAB1972,@realysragan Or until you think you can win?,,
savingJadon,"@realysragan I have been saying for months, to push the election to November 2021. If we can't go to the polls… https://t.co/QdvGOOzhQx",,
SottoVocce,@realysragan For every person you insult &amp; demean 10+ more are disgusted. For every stupid idea &amp; diversion you… https://t.co/9p67rhVTTS,,
ShawnellClark,"@realysragan But wait... Teachers , staff, and kids should all go back to school, yet you want to delay the ele… https://t.co/pHqyBSlN9j",,
pope_charles6,"@realysragan Nope. ??????, Nyet, no, nul, heç bir",,
CuyahogaDave1,@realysragan NO. You've literally set it up for failure by purposefully putting in a Post Master General who is… https://t.co/K4htCqU0GF,,
jerzymare,@realysragan You are the only most INACCURATE &amp; FRAUDULENT thing about the upcoming election Donnie. Many peopl… https://t.co/l0ncyoRRL1,,
shebroe_dave,@realysragan https://t.co/XO4Y9KXjJK,,
david_radzik,"@realysragan You can’t do this and if you try, the American people won’t allow it.",,
scf37500693,@realysragan I propose moving the election to September. Seems like a good idea. Anyone else?,,
msclvr70,@realysragan Fuck no!,,
LucianaUnderwo6,@realysragan You would  like that dont you,,
ginabike,@realysragan Over my dead body.,,
pantomath__,@realysragan https://t.co/qKbJGlWRuu,,
eoj4400,@realysragan Absentee voting is the same thing you idiot. Stop the Symantics.,,
TideintheNW,"@realysragan GFY, criminal.",,
Mycrazy64212091,@realysragan It’s all the same!  Where have you been?  States have been voting by mail for years!  You have no basis for this ?,,
of_mics,@realysragan But it’s o.k. To open schools? 97 days until you pack your bags. #Biden2020,,
AllThatShreds,@realysragan He’s going to try and hi jack the election. https://t.co/fgulH5jpAn,,
duxkuk,@realysragan and finally the mask is off,,
wilbeyspitty,@realysragan You’re the only embarrassment.,,
RyanRayLA,"@realysragan You, “Mr.President”, are the greatest embarrassment ever to this country. Nothing could be worse t… https://t.co/gYRhSyECRr",,
WildThingIs,@realysragan https://t.co/fXdpsoCYYl,,
Karanlynne,@realysragan Herman Cain died from the Jagan Virus today.,,
sam_web6,@realysragan Shut up Orange Man.,,
america_blessed,@realysragan @KMGGaryde Idea.. 5 days to vote Nov. 2 to 6..time for all. TOUCHDOWN  Mr. President..love how you… https://t.co/gIqTLQDR6U,,
KentCulotta,"@realysragan Aww, poor baby is upset that the polls are showing him losing the election. Wah wah, big tantrum time.",,
machtdesign,@realysragan ask your friend Vladimir ?,,
yourhotdad,@realysragan Absentee voting is mail in voting so are you saying mail in voting is good,,
bonafidelawoman,@realysragan https://t.co/51dY3IBhzo,,
sarah73160,"@realysragan No no no, it’s time for you to go. If kids can go to school and people go to work we can vote",,
s_g_browne,@realysragan 1) Mail-in Voting = Absentee Voting 2) You're a great embarrassment to the USA 3) See items 1 and 2 above,,
lmc768,@realysragan LEAVE !  GET OUT !  YOU HAVE DONE ENOUGH HARM!,,
_johunter_,"@realysragan yes, delay the election until 2024.",,
PedotoSot25,@realysragan What new hell is this incendiary tweet distracting from?,,
sam_rob2,"@realysragan But send all those little kidletts back to school because it can be done properly, securely and sa… https://t.co/gL7Uld2mQS",,
ToBlessedToBeS4,"@realysragan Is that why you instructed the post office to hold up the mail...you idiot, don't you realize peop… https://t.co/lqDl0qX8fZ",,
LuanneSimon12,@realysragan https://t.co/0sACtX76qF,,
StephanPiel,@realysragan i am in favour of earlier elections in september. then the drama with the destroyer of the america… https://t.co/fjB5cLEuCv,,
usambovu,"@realysragan If it is INACCURATE &amp; FRAUDULENT,  it will only be so because of you! You are the most CORRUPT Pre… https://t.co/b9WNUkU2KT",,
suter_cathi,@realysragan https://t.co/wDFlJeHrAm,,
antoineplouis1,@realysragan We want to get rid of incompetence in the white house like yesterday... delay is not an option. Wh… https://t.co/zCk76J8zvL,,
pskallman,@realysragan KEEP MAKING UP ALL THE EXCUSES YOU CARE TO FOR LOSING THE ELECTION. IT’S YOUR SELF FULFILLING PROP… https://t.co/xkrOupGtX1,,
AudaxWerner,"@realysragan Look up what dictators do in order to tamper with democracy. Ah, I see... ...you alreaday looked it up.",,
spideee,@realysragan Yes.  But ALSO write an XO forbidding UNSECURE voting in U.S. Elections. It’s logical.   We have C… https://t.co/ADSk8l7CPI,,
